"gene","medianImp","trait"
"AT1G02220.1",2.68512286669765,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G03090.2",2.72259589055303,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G03950.1",2.43838281685755,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G05580.1",2.34212052958548,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G08450.1",2.41813507099254,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G08720.1",2.69613093347125,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G14880.1",2.48285636352851,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G15440.1",2.36175392059724,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G16890.3",2.71970016872808,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G18830.1",2.37254728886777,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G18840.1",2.32176178426152,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G21240.1",2.53108022461646,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G21250.1",2.33207671516126,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G22950.1",2.31489982241004,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G24147.1",2.48146227356041,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G27385.4",2.540066549549,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G29418.1",2.43970187794821,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G30720.1",2.54752647369938,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G31070.2",2.36131667638699,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G31580.1",2.43832262008515,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G49240.1",2.80263427238438,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G53645.1",2.30202282428731,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G55040.1",2.2664898034845,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G55090.1",2.42814454218948,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G56460.2",3.00786340983329,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G63130.1",2.23661601914492,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G63810.1",2.37606022285,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G65260.1",2.76440258234646,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G67860.1",2.18258344428969,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G68660.1",2.98632481939908,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G69070.1",2.5350695703845,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G69390.1",2.614095725165,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G70550.1",2.36546279891098,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G70660.1",2.41777504066875,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G70690.1",2.59045649801612,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G70810.1",2.34278889737131,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G71040.1",2.35283372360224,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G71260.1",2.26322773734975,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G72040.1",2.18295483859822,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G73470.3",2.59497257365633,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G74560.3",2.39125046851355,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G77030.1",2.2282530407665,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G77130.1",2.4639122852918,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G80270.1",2.30560207489944,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G80360.1",2.70491044041037,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G14560.1",2.26517164725295,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G17520.1",2.3144638898675,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G20920.1",2.29795232818518,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G22870.1",2.24802020607144,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G23000.1",2.76786729212315,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G25080.1",2.49902814267312,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G25510.1",2.45896897976818,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G25790.1",2.62820062264929,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G28150.1",2.37423631047327,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G28890.1",2.46585948057387,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G30720.1",2.58535965605945,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G30950.1",2.63899945964858,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G32160.3",2.22757099737909,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G32260.1",2.82292214499369,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G33590.1",2.27962181007297,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G34260.1",2.4465278380579,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G34420.1",2.35589563191348,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G35490.1",2.11290607800006,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G36680.1",2.35469511658015,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G38170.3",2.45803315522136,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G41090.1",2.07553982716907,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G41670.1",2.26622679679779,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G42710.1",2.31185376688407,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G43060.1",2.25253588913831,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G43350.1",2.44169376793493,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G47070.1",2.3237589479019,"top.geometry.fluo.minrectangle.length.b..px."
"AT2G47130.1",2.46518603800438,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G01920.1",2.64272780184398,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G02250.1",2.25689143810811,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G02490.1",2.28376537800539,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G04630.1",2.06198155586082,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G06530.2",2.38382278582229,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G07720.1",2.10912823331917,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G07820.1",2.23843714428143,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G08650.2",2.39930583095097,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G12360.1",2.3136526923277,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G13674.1",2.05868536171535,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G14470.1",2.04262018203709,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G17470.1",2.12596348518275,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G19000.1",2.15454360409936,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G20010.1",2.39526518077926,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G21540.1",2.13097367705118,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G23450.1",2.2832349180381,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G24140.1",2.3491341074716,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G25020.1",2.28465150610881,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G27820.1",2.69503670048692,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G29034.1",2.58608521352849,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G44630.3",2.50875329125484,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G48080.1",2.43621485980476,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G48830.1",2.18857958425253,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G50070.1",2.45086551221803,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G51510.1",2.81445522217142,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G54620.1",2.26997839737785,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G55605.1",2.69822606365982,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G55770.7",2.23694307679146,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G57940.1",2.03874847069438,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G58930.1",2.33540203421477,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G61080.1",2.93240157462397,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G61280.1",2.43965456601905,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G61470.1",2.1987237972678,"top.geometry.fluo.minrectangle.length.b..px."
"AT3G62170.1",2.5202736325253,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G00480.2",2.38426177462092,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G03450.1",2.35316923359516,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G04790.1",2.22183235143023,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G09770.1",2.27687910938409,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G10500.1",2.3974484729377,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G13810.1",2.33267665194325,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G14070.1",2.3360152449208,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G14400.1",2.49988080052824,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G16210.1",2.7664995161983,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G16670.1",2.77371711461552,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G16765.1",2.58042127314621,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G17250.1",2.48802247298749,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G17830.2",2.34979759938061,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G20020.1",2.37631172526196,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G20270.1",2.25213745498416,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G22890.1",2.65865089528529,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G23270.1",2.08607836388044,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G26600.1",2.2705782414079,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G26790.1",2.17052770061236,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G27010.2",2.29557189875934,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G27450.1",2.36830204307953,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G29020.1",2.20584654964021,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G30150.1",2.05871684047721,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G30560.1",2.42001455393037,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G30930.1",2.10269157221092,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G30990.2",2.1276144616371,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G32590.3",2.03881097318297,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G33500.1",2.43860794114485,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G34100.1",2.05681156506976,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G35770.1",2.21344033242479,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G36780.1",2.63095639763419,"top.geometry.fluo.minrectangle.length.b..px."
"AT4G37930.1",2.84324091533627,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G02050.1",2.52227127437068,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G05270.1",2.24229473678044,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G06670.1",2.11148346483636,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G07180.1",2.5293880769265,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G07780.1",2.64389371226357,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G07840.1",2.2595124839011,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G08240.1",2.23456766360638,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G08780.1",2.06640863725897,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G09420.1",2.33980291625761,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G09870.1",2.0796944829045,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G10600.1",2.26743468048903,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G12000.1",2.15626845705607,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G12200.1",2.28989048278716,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G13290.2",2.37074682111788,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G13410.1",2.56454872203218,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G16350.1",2.32957938693854,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G17240.1",2.46971399969776,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G18210.1",2.66874984332443,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G18370.1",2.39806127586347,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G19300.1",2.22102438566184,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G20190.1",2.24095068739771,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G26860.1",2.33160128173707,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G27395.1",2.48122482386428,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G39790.1",2.51767890448541,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G39840.1",2.37954909030488,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G41070.1",2.40238647377071,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G42530.1",2.43584915075549,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G45380.1",2.15392768331473,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G46920.1",2.25135713472767,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G48620.1",2.19284967066141,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G49650.1",2.57414818552663,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G51750.1",2.21422776678913,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G53850.2",2.72639904894337,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G54610.1",2.44536801643602,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G54870.1",2.52854050698828,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G54940.1",2.69272570428188,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G54960.1",2.51958854787839,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G57940.1",1.98382178400383,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G60600.1",2.25364287328402,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G61030.1",2.51393400441004,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G62210.1",2.38388029270109,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G63620.1",3.07347818633719,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G64500.1",2.6110306811688,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G66190.1",2.00269588346701,"top.geometry.fluo.minrectangle.length.b..px."
"AT5G66960.1",2.23479086376392,"top.geometry.fluo.minrectangle.length.b..px."
"AT1G01180.1",2.5163731233576,"top.intensity.fluo.hsv.v.mean"
"AT1G01640.1",2.46954270897373,"top.intensity.fluo.hsv.v.mean"
"AT1G03010.1",2.649476895198,"top.intensity.fluo.hsv.v.mean"
"AT1G08570.1",2.71708219197191,"top.intensity.fluo.hsv.v.mean"
"AT1G10070.1",3.51810663332891,"top.intensity.fluo.hsv.v.mean"
"AT1G15230.1",3.16191224240349,"top.intensity.fluo.hsv.v.mean"
"AT1G18140.1",2.81657126572673,"top.intensity.fluo.hsv.v.mean"
"AT1G20160.1",2.87132404035121,"top.intensity.fluo.hsv.v.mean"
"AT1G22710.1",3.57931339637851,"top.intensity.fluo.hsv.v.mean"
"AT1G28400.1",2.78431474336159,"top.intensity.fluo.hsv.v.mean"
"AT1G28570.1",3.12634520354546,"top.intensity.fluo.hsv.v.mean"
"AT1G47330.1",3.35458584793721,"top.intensity.fluo.hsv.v.mean"
"AT1G53790.2",3.56878723883595,"top.intensity.fluo.hsv.v.mean"
"AT1G54160.1",2.95389230350211,"top.intensity.fluo.hsv.v.mean"
"AT1G56230.1",3.53426176601524,"top.intensity.fluo.hsv.v.mean"
"AT1G56580.1",2.68596645535258,"top.intensity.fluo.hsv.v.mean"
"AT1G61450.1",3.06199629579314,"top.intensity.fluo.hsv.v.mean"
"AT1G64360.1",2.47968515113084,"top.intensity.fluo.hsv.v.mean"
"AT1G67030.1",3.69826956818177,"top.intensity.fluo.hsv.v.mean"
"AT1G68570.1",2.96680269121,"top.intensity.fluo.hsv.v.mean"
"AT1G71040.1",2.52997042254654,"top.intensity.fluo.hsv.v.mean"
"AT1G71850.1",3.19112465632168,"top.intensity.fluo.hsv.v.mean"
"AT1G73360.1",2.48070058149634,"top.intensity.fluo.hsv.v.mean"
"AT1G74840.1",3.48880717990989,"top.intensity.fluo.hsv.v.mean"
"AT1G75240.1",2.56446466192155,"top.intensity.fluo.hsv.v.mean"
"AT1G77920.1",2.90383133779003,"top.intensity.fluo.hsv.v.mean"
"AT1G77960.1",2.90154851706687,"top.intensity.fluo.hsv.v.mean"
"AT1G80130.1",3.15817642499333,"top.intensity.fluo.hsv.v.mean"
"AT2G01510.1",2.54104724012593,"top.intensity.fluo.hsv.v.mean"
"AT2G01680.1",3.55325637774089,"top.intensity.fluo.hsv.v.mean"
"AT2G02100.1",3.07911102264013,"top.intensity.fluo.hsv.v.mean"
"AT2G04795.1",2.59203388814583,"top.intensity.fluo.hsv.v.mean"
"AT2G20710.1",2.61466011549876,"top.intensity.fluo.hsv.v.mean"
"AT2G21180.1",2.80830116864435,"top.intensity.fluo.hsv.v.mean"
"AT2G21590.1",2.95791914627935,"top.intensity.fluo.hsv.v.mean"
"AT2G26760.1",2.50398416401858,"top.intensity.fluo.hsv.v.mean"
"AT2G29120.1",3.27136879294378,"top.intensity.fluo.hsv.v.mean"
"AT2G32765.1",2.50809198395753,"top.intensity.fluo.hsv.v.mean"
"AT2G33770.1",3.56677358893744,"top.intensity.fluo.hsv.v.mean"
"AT2G35060.2",3.72235092291189,"top.intensity.fluo.hsv.v.mean"
"AT2G40900.1",3.1695830934424,"top.intensity.fluo.hsv.v.mean"
"AT2G41340.1",2.49554522963293,"top.intensity.fluo.hsv.v.mean"
"AT2G41820.1",2.79903037148294,"top.intensity.fluo.hsv.v.mean"
"AT2G41900.1",2.73159177368567,"top.intensity.fluo.hsv.v.mean"
"AT2G42840.1",2.73641532391953,"top.intensity.fluo.hsv.v.mean"
"AT2G43800.1",2.82325673607776,"top.intensity.fluo.hsv.v.mean"
"AT2G44450.1",2.84247597873358,"top.intensity.fluo.hsv.v.mean"
"AT2G46640.3",3.81963542786956,"top.intensity.fluo.hsv.v.mean"
"AT2G46690.1",2.89936324139418,"top.intensity.fluo.hsv.v.mean"
"AT2G46790.1",2.6032339756913,"top.intensity.fluo.hsv.v.mean"
"AT2G47890.1",3.32433121081565,"top.intensity.fluo.hsv.v.mean"
"AT3G01140.1",2.6852621244629,"top.intensity.fluo.hsv.v.mean"
"AT3G01200.1",2.53509241816086,"top.intensity.fluo.hsv.v.mean"
"AT3G01470.1",2.95264259222087,"top.intensity.fluo.hsv.v.mean"
"AT3G01472.1",2.93871075236595,"top.intensity.fluo.hsv.v.mean"
"AT3G19100.1",2.74054019006895,"top.intensity.fluo.hsv.v.mean"
"AT3G19290.3",2.71802491384386,"top.intensity.fluo.hsv.v.mean"
"AT3G20100.1",3.56785302816048,"top.intensity.fluo.hsv.v.mean"
"AT3G23790.1",3.17852523937068,"top.intensity.fluo.hsv.v.mean"
"AT3G26050.1",2.53876958298123,"top.intensity.fluo.hsv.v.mean"
"AT3G26440.1",2.80472212594928,"top.intensity.fluo.hsv.v.mean"
"AT3G27820.1",2.56932538796469,"top.intensity.fluo.hsv.v.mean"
"AT3G28100.1",2.94429170128303,"top.intensity.fluo.hsv.v.mean"
"AT3G28760.2",2.76547964896307,"top.intensity.fluo.hsv.v.mean"
"AT3G29035.1",2.47535565742651,"top.intensity.fluo.hsv.v.mean"
"AT3G45600.1",3.33855262575446,"top.intensity.fluo.hsv.v.mean"
"AT3G47500.1",3.37584412152564,"top.intensity.fluo.hsv.v.mean"
"AT3G49580.1",2.52313619740055,"top.intensity.fluo.hsv.v.mean"
"AT3G51895.1",4.21418445269108,"top.intensity.fluo.hsv.v.mean"
"AT3G52910.1",2.87976462923696,"top.intensity.fluo.hsv.v.mean"
"AT3G53235.1",2.6397580343548,"top.intensity.fluo.hsv.v.mean"
"AT3G53400.1",2.76732380380171,"top.intensity.fluo.hsv.v.mean"
"AT3G53720.1",3.35310756745721,"top.intensity.fluo.hsv.v.mean"
"AT3G61060.2",2.55394768430039,"top.intensity.fluo.hsv.v.mean"
"AT3G61920.1",3.61739603987275,"top.intensity.fluo.hsv.v.mean"
"AT4G03320.1",2.80326259387274,"top.intensity.fluo.hsv.v.mean"
"AT4G11070.1",2.74211007519231,"top.intensity.fluo.hsv.v.mean"
"AT4G11360.1",2.50718320088939,"top.intensity.fluo.hsv.v.mean"
"AT4G13030.1",2.51721773864804,"top.intensity.fluo.hsv.v.mean"
"AT4G15540.1",2.54014420582835,"top.intensity.fluo.hsv.v.mean"
"AT4G18120.1",2.46948478938797,"top.intensity.fluo.hsv.v.mean"
"AT4G19840.1",2.63932413566899,"top.intensity.fluo.hsv.v.mean"
"AT4G22690.1",2.91218092206747,"top.intensity.fluo.hsv.v.mean"
"AT4G23610.1",2.55921711275067,"top.intensity.fluo.hsv.v.mean"
"AT4G27830.1",3.39578673700681,"top.intensity.fluo.hsv.v.mean"
"AT4G30750.1",3.41072098118299,"top.intensity.fluo.hsv.v.mean"
"AT4G30960.1",2.90706640215094,"top.intensity.fluo.hsv.v.mean"
"AT4G31330.1",2.46280382487691,"top.intensity.fluo.hsv.v.mean"
"AT4G32160.1",2.47463340547981,"top.intensity.fluo.hsv.v.mean"
"AT4G34400.1",3.19359150489714,"top.intensity.fluo.hsv.v.mean"
"AT4G36180.1",3.20583166982741,"top.intensity.fluo.hsv.v.mean"
"AT4G37310.1",3.65520145636227,"top.intensity.fluo.hsv.v.mean"
"AT4G37980.1",2.95836959984294,"top.intensity.fluo.hsv.v.mean"
"AT4G38580.1",3.48880080653079,"top.intensity.fluo.hsv.v.mean"
"AT4G38810.2",2.57314566945352,"top.intensity.fluo.hsv.v.mean"
"AT4G39100.1",3.37052479911029,"top.intensity.fluo.hsv.v.mean"
"AT4G40010.1",2.60157853222497,"top.intensity.fluo.hsv.v.mean"
"AT5G03435.1",2.48091795476588,"top.intensity.fluo.hsv.v.mean"
"AT5G05270.1",2.52507084824236,"top.intensity.fluo.hsv.v.mean"
"AT5G06800.1",2.83396825283801,"top.intensity.fluo.hsv.v.mean"
"AT5G08640.1",2.7730102547198,"top.intensity.fluo.hsv.v.mean"
"AT5G10930.1",2.7376033633257,"top.intensity.fluo.hsv.v.mean"
"AT5G14940.1",2.48291819303542,"top.intensity.fluo.hsv.v.mean"
"AT5G16530.1",2.75182446147448,"top.intensity.fluo.hsv.v.mean"
"AT5G20635.1",2.88751648553654,"top.intensity.fluo.hsv.v.mean"
"AT5G22290.1",2.61327252239172,"top.intensity.fluo.hsv.v.mean"
"AT5G24155.1",2.49695807969214,"top.intensity.fluo.hsv.v.mean"
"AT5G26751.1",3.43360155086968,"top.intensity.fluo.hsv.v.mean"
"AT5G28640.1",3.18900466156331,"top.intensity.fluo.hsv.v.mean"
"AT5G33370.1",2.83324144549013,"top.intensity.fluo.hsv.v.mean"
"AT5G39220.1",2.72742582578272,"top.intensity.fluo.hsv.v.mean"
"AT5G39670.1",3.01679677003066,"top.intensity.fluo.hsv.v.mean"
"AT5G42180.1",3.46763735497044,"top.intensity.fluo.hsv.v.mean"
"AT5G42800.1",2.37111192912134,"top.intensity.fluo.hsv.v.mean"
"AT5G43560.1",3.4193080623013,"top.intensity.fluo.hsv.v.mean"
"AT5G44530.1",2.85104811102587,"top.intensity.fluo.hsv.v.mean"
"AT5G45160.1",3.34855821354573,"top.intensity.fluo.hsv.v.mean"
"AT5G45700.1",2.46694795285608,"top.intensity.fluo.hsv.v.mean"
"AT5G47560.1",2.26905513293182,"top.intensity.fluo.hsv.v.mean"
"AT5G47600.1",3.185922918396,"top.intensity.fluo.hsv.v.mean"
"AT5G50720.1",3.54967440697105,"top.intensity.fluo.hsv.v.mean"
"AT5G53730.1",3.82567573881569,"top.intensity.fluo.hsv.v.mean"
"AT5G58610.1",2.69249110787664,"top.intensity.fluo.hsv.v.mean"
"AT5G59130.1",3.03786981809628,"top.intensity.fluo.hsv.v.mean"
"AT5G60580.2",2.62361661616361,"top.intensity.fluo.hsv.v.mean"
"AT5G60850.1",3.57683683488407,"top.intensity.fluo.hsv.v.mean"
"AT5G61420.2",3.06882250855714,"top.intensity.fluo.hsv.v.mean"
"AT5G62850.1",2.69595121325731,"top.intensity.fluo.hsv.v.mean"
"AT5G65320.1",3.02485870143309,"top.intensity.fluo.hsv.v.mean"
"AT5G67110.1",3.03029124601546,"top.intensity.fluo.hsv.v.mean"
"AT1G01420.1",2.38146238930862,"top.intensity.fluo.intensity.mean"
"AT1G08560.1",2.42708731957865,"top.intensity.fluo.intensity.mean"
"AT1G08570.1",2.47156515917987,"top.intensity.fluo.intensity.mean"
"AT1G10070.1",3.29081503395263,"top.intensity.fluo.intensity.mean"
"AT1G10780.1",2.45016390498789,"top.intensity.fluo.intensity.mean"
"AT1G11600.1",2.52870329222883,"top.intensity.fluo.intensity.mean"
"AT1G13750.1",2.6941073460059,"top.intensity.fluo.intensity.mean"
"AT1G15230.1",2.9214527059598,"top.intensity.fluo.intensity.mean"
"AT1G15570.1",2.38563168912316,"top.intensity.fluo.intensity.mean"
"AT1G22710.1",3.49495576096753,"top.intensity.fluo.intensity.mean"
"AT1G28570.1",2.87036871397951,"top.intensity.fluo.intensity.mean"
"AT1G34355.1",2.53058845998078,"top.intensity.fluo.intensity.mean"
"AT1G47330.1",3.22593612950875,"top.intensity.fluo.intensity.mean"
"AT1G53790.2",3.31514067042839,"top.intensity.fluo.intensity.mean"
"AT1G56230.1",3.41916940214998,"top.intensity.fluo.intensity.mean"
"AT1G61450.1",2.75664386157978,"top.intensity.fluo.intensity.mean"
"AT1G62710.1",2.38570424112106,"top.intensity.fluo.intensity.mean"
"AT1G64360.1",2.40454455591454,"top.intensity.fluo.intensity.mean"
"AT1G67030.1",3.47701713029843,"top.intensity.fluo.intensity.mean"
"AT1G68570.1",2.82283307186513,"top.intensity.fluo.intensity.mean"
"AT1G69720.1",2.71819226937973,"top.intensity.fluo.intensity.mean"
"AT1G73360.1",2.59976284402923,"top.intensity.fluo.intensity.mean"
"AT1G74840.1",3.23766830566457,"top.intensity.fluo.intensity.mean"
"AT1G76540.1",2.45475531814646,"top.intensity.fluo.intensity.mean"
"AT1G77920.1",2.56260523305239,"top.intensity.fluo.intensity.mean"
"AT1G77960.1",2.51328274218356,"top.intensity.fluo.intensity.mean"
"AT1G80130.1",2.78228298962489,"top.intensity.fluo.intensity.mean"
"AT1G80370.1",2.46771853710739,"top.intensity.fluo.intensity.mean"
"AT2G01680.1",3.39049392488746,"top.intensity.fluo.intensity.mean"
"AT2G02100.1",2.7524296869567,"top.intensity.fluo.intensity.mean"
"AT2G20590.1",2.38284181858695,"top.intensity.fluo.intensity.mean"
"AT2G21180.1",2.62743187086673,"top.intensity.fluo.intensity.mean"
"AT2G21590.1",2.65618329883633,"top.intensity.fluo.intensity.mean"
